    xi	    yi	  phii	 delta	    xf	    yf	  phif	sucesso	passos	 err_x	 err_y	err_phi	    EE	    ET
23.8576	49.0480	155.6109	1.0000	47.5110	91.5330	70.3972	1.0000	50.0000	0.0498	0.0847	0.2178	21.4978	1.0283
11.6503	83.0008	-16.9699	1.0000	37.9645	95.0737	60.7175	1.0000	32.0000	0.2407	0.0493	0.3254	32.0404	1.1053
64.4268	27.5167	-63.7882	1.0000	68.7855	30.1065	92.7061	1.0000	7.0000	0.3757	0.6989	0.0301	72.4246	1.3807
92.0249	54.0738	158.2056	1.0000	52.3589	70.2820	118.4918	1.0000	47.0000	0.0472	0.2972	0.3166	41.2371	1.0969
90.5667	63.1721	241.6708	1.0000	52.1141	73.1921	117.3648	1.0000	48.0000	0.0423	0.2681	0.3041	38.3663	1.2080
92.2770	58.3482	230.5325	1.0000	52.0457	70.2670	117.1137	1.0000	49.0000	0.0409	0.2973	0.3013	40.2913	1.1678
35.7447	2.9928	-5.4357	1.0000	47.7186	22.9664	76.0787	1.0000	24.0000	0.0456	0.7703	0.1547	78.3146	1.0306
10.3893	19.9741	202.8013	1.0000	47.7423	78.5537	72.7545	1.0000	74.0000	0.0452	0.2145	0.1916	27.6124	1.0651
74.8913	41.6991	-22.1590	1.0000	52.4266	68.8286	118.3278	1.0000	41.0000	0.0485	0.3117	0.3148	42.1901	1.1640
26.5116	60.5753	68.4329	1.0000	47.4687	95.6677	69.6898	1.0000	41.0000	0.0506	0.0433	0.2257	20.9208	1.0031
95.4365	78.7372	233.1644	1.0000	52.1961	89.8088	117.7711	1.0000	52.0000	0.0439	0.1019	0.3086	29.6634	1.1650
58.1480	58.7776	84.3320	1.0000	52.2909	69.1291	118.6400	1.0000	12.0000	0.0458	0.3087	0.3182	42.1724	1.0089
66.1304	70.3282	-20.3320	1.0000	69.0406	73.5576	88.2337	1.0000	5.0000	0.3808	0.2644	0.0196	32.6323	1.1502
69.2164	50.9196	-67.0813	1.0000	52.4057	79.3612	118.3110	1.0000	41.0000	0.0481	0.2064	0.3146	35.1178	1.2410
80.8335	20.7657	236.2734	1.0000	52.3875	31.0942	118.3526	1.0000	37.0000	0.0478	0.6891	0.3150	74.5492	1.2226
5.8031	39.3450	192.8992	1.0000	3.4507	41.9983	94.3107	1.0000	4.0000	0.9310	0.5800	0.0479	74.4958	1.1280
26.9415	71.6864	178.1137	1.0000	38.5391	95.8332	60.1780	1.0000	29.0000	0.2292	0.0417	0.3314	32.2190	1.0826
25.6512	71.4098	114.5848	1.0000	25.6401	72.4097	90.6343	1.0000	1.0000	0.4872	0.2759	0.0070	36.8107	1.0000
84.3253	53.5225	227.4565	1.0000	52.4072	65.3308	118.3119	1.0000	40.0000	0.0481	0.3467	0.3146	44.8253	1.1754
61.8785	6.3147	94.6117	1.0000	52.1363	21.3329	117.4659	1.0000	18.0000	0.0427	0.7867	0.3052	83.3514	1.0055
71.4606	41.0681	42.9404	1.0000	71.8565	42.9852	90.1464	1.0000	2.0000	0.4371	0.5701	0.0016	61.0607	1.0216
38.9108	65.9446	-10.3308	1.0000	47.6340	78.4208	72.9346	1.0000	16.0000	0.0473	0.2158	0.1896	27.6132	1.0510
70.7305	80.0414	180.4059	1.0000	52.6847	95.4298	118.9574	1.0000	25.0000	0.0537	0.0457	0.3217	29.4385	1.0541
71.0050	15.4156	30.1035	1.0000	52.2701	44.7056	118.3699	1.0000	36.0000	0.0454	0.5529	0.3152	62.1891	1.0354
30.5840	58.9495	-83.0883	1.0000	47.6565	75.5233	73.3991	1.0000	31.0000	0.0469	0.2448	0.1845	29.6680	1.3028
82.6133	89.2662	64.2736	1.0000	82.6290	90.2661	89.1022	1.0000	1.0000	0.6526	0.0973	0.0100	34.0618	1.0000
73.7151	33.1083	233.9790	1.0000	52.4922	43.6960	118.4142	1.0000	29.0000	0.0498	0.5630	0.3157	63.1167	1.2227
91.9947	74.3316	136.2584	1.0000	52.1762	93.2341	117.6628	1.0000	48.0000	0.0435	0.0677	0.3074	28.5612	1.0890
24.8162	45.8351	7.0944	1.0000	47.5170	75.9736	72.9485	1.0000	40.0000	0.0497	0.2403	0.1895	29.5667	1.0601
31.4517	74.8462	107.7862	1.0000	39.5911	95.2186	66.0531	1.0000	22.0000	0.2082	0.0478	0.2661	26.5455	1.0028
14.9078	54.8829	205.8244	1.0000	40.3398	95.0016	60.0262	1.0000	52.0000	0.1932	0.0500	0.3330	31.8863	1.0947
27.8587	1.0031	50.4039	1.0000	47.6558	34.4109	71.9469	1.0000	39.0000	0.0469	0.6559	0.2006	68.0687	1.0043
59.7097	23.8640	13.9661	1.0000	61.0749	27.3617	93.5032	1.0000	4.0000	0.2215	0.7264	0.0389	73.5612	1.0653
93.4509	24.0810	190.0651	1.0000	52.0881	39.2945	117.2582	1.0000	49.0000	0.0418	0.6071	0.3029	66.5772	1.1118
16.3009	6.9797	183.1602	1.0000	47.7584	59.1607	72.9603	1.0000	64.0000	0.0448	0.4084	0.1893	44.3083	1.0504
40.0124	15.1317	68.8786	1.0000	47.6423	36.8013	75.0794	1.0000	23.0000	0.0472	0.6320	0.1658	64.9789	1.0012
6.5948	78.1504	-10.9200	1.0000	39.9232	95.2314	60.2268	1.0000	41.0000	0.2015	0.0477	0.3308	31.7919	1.0948
49.5846	19.2587	111.5138	1.0000	49.3339	20.2268	104.5226	1.0000	1.0000	0.0133	0.7977	0.1614	81.0871	1.0000
37.6079	64.4704	-9.0072	1.0000	47.6452	79.6955	73.6493	1.0000	19.0000	0.0471	0.2030	0.1817	26.1756	1.0419
51.4747	59.5610	84.4639	1.0000	51.4694	60.5610	90.3017	1.0000	1.0000	0.0294	0.3944	0.0034	39.4676	1.0000
24.6548	67.5862	13.6397	1.0000	46.4448	95.1446	64.2040	1.0000	37.0000	0.0711	0.0486	0.2866	26.4887	1.0532
25.4473	29.0573	99.9469	1.0000	47.5362	66.8384	70.2100	1.0000	44.0000	0.0493	0.3316	0.2199	38.6963	1.0054
78.6892	15.0448	90.4223	1.0000	52.3875	40.2658	118.3528	1.0000	38.0000	0.0478	0.5973	0.3150	66.1646	1.0428
84.4697	84.2890	30.1286	1.0000	73.4959	95.0121	175.5305	1.0000	18.0000	0.4699	0.0499	0.9503	88.8392	1.1732
18.2965	35.8814	-49.5362	1.0000	47.5031	60.6162	73.1379	1.0000	47.0000	0.0499	0.3938	0.1874	42.9144	1.2280
14.0700	77.2128	235.6782	1.0000	10.1997	79.5213	87.2544	1.0000	6.0000	0.7960	0.2048	0.0305	44.8440	1.3314
30.6209	32.1987	128.3162	1.0000	47.6177	65.7715	71.3432	1.0000	38.0000	0.0476	0.3423	0.2073	39.0556	1.0098
14.5199	58.7013	-58.7703	1.0000	47.5236	81.8969	71.8962	1.0000	51.0000	0.0495	0.1810	0.2012	25.7217	1.2643
10.4725	28.3101	199.3882	1.0000	47.7791	87.1715	73.4674	1.0000	74.0000	0.0444	0.1283	0.1837	21.0435	1.0619
2.0940	50.8136	17.3714	1.0000	47.7237	88.7934	73.7032	1.0000	64.0000	0.0455	0.1121	0.1811	19.9087	1.0780
97.4744	92.3147	245.2187	1.0000	56.0208	95.3874	128.4938	1.0000	48.0000	0.1204	0.0461	0.4277	39.2339	1.1548
81.1671	32.7377	-15.0296	1.0000	52.2756	60.7093	118.5463	1.0000	47.0000	0.0455	0.3929	0.3172	48.6192	1.1688
72.7505	69.4082	-72.7253	1.0000	52.4348	95.7344	118.3358	1.0000	43.0000	0.0487	0.0427	0.3148	28.7583	1.2931
52.5637	80.6461	-55.7578	1.0000	52.1573	92.4452	117.7515	1.0000	18.0000	0.0431	0.0755	0.3083	28.8422	1.5246
68.7941	50.6663	193.8812	1.0000	52.0542	66.2101	117.1410	1.0000	24.0000	0.0411	0.3379	0.3016	43.3890	1.0506
12.1411	42.1293	248.7071	1.0000	45.9468	95.3567	60.9746	1.0000	71.0000	0.0811	0.0464	0.3225	29.6726	1.1260
24.9247	42.4803	-40.9410	1.0000	47.6897	65.3694	72.7382	1.0000	38.0000	0.0462	0.3463	0.1918	38.7632	1.1771
45.2401	30.0650	-5.9429	1.0000	47.9173	31.2601	39.0571	1.0000	3.0000	0.0417	0.6874	0.5660	85.5844	1.0232
50.2958	54.9228	193.6440	1.0000	49.2961	54.9471	178.6040	1.0000	1.0000	0.0141	0.4505	0.9845	99.4028	1.0000
56.2715	0.6276	106.8201	1.0000	52.3869	7.6051	118.9757	1.0000	8.0000	0.0477	0.9239	0.3220	96.8612	1.0018
87.3787	6.2153	-68.3173	1.0000	52.2638	32.4212	118.1864	1.0000	57.0000	0.0453	0.6758	0.3132	73.2563	1.3009
75.8221	8.1172	209.1328	1.0000	52.2167	22.1814	118.5316	1.0000	31.0000	0.0443	0.7782	0.3170	82.9138	1.1282
81.2448	4.8657	191.2518	1.0000	52.4451	19.7873	118.3475	1.0000	36.0000	0.0489	0.8021	0.3150	85.1095	1.1099
37.0691	0.2457	238.8984	1.0000	36.2407	-0.3144	214.0648	0.0000	1.0000	0.2752	1.0031	1.3785	160.1386	1.0000
47.2184	23.4324	-34.6022	1.0000	48.1604	23.0969	-19.6022	1.0000	1.0000	0.0368	0.7690	1.2178	133.9033	1.0000
73.5558	78.8620	222.4616	1.0000	52.2187	91.7340	118.2892	1.0000	29.0000	0.0444	0.0827	0.3143	29.5555	1.1638
36.4194	54.3197	-19.4587	1.0000	47.5896	70.6987	74.3524	1.0000	21.0000	0.0482	0.2930	0.1739	33.3050	1.0593
81.9360	30.7174	-52.7090	1.0000	52.1734	58.4088	117.6486	1.0000	51.0000	0.0435	0.4159	0.3072	49.9900	1.2545
30.4336	93.2411	135.9761	1.0000	30.0609	95.1638	89.2877	1.0000	2.0000	0.3988	0.0484	0.0079	20.5296	1.0212
17.7803	44.3049	65.1756	1.0000	47.6799	88.7305	72.1875	1.0000	54.0000	0.0464	0.1127	0.1979	21.2054	1.0084
91.4909	96.2535	124.0245	1.0000	90.8612	97.0303	129.0306	1.0000	1.0000	0.8172	0.0297	0.4337	56.5848	1.0000
96.3028	57.2311	4.1514	1.0000	52.4562	83.7682	118.3618	1.0000	60.0000	0.0491	0.1623	0.3151	32.7704	1.1707
84.3680	51.0729	19.3646	1.0000	85.3819	53.7010	93.7296	1.0000	3.0000	0.7076	0.4630	0.0414	58.3900	1.0650
83.4068	91.9285	3.8098	1.0000	84.9660	95.1543	99.0753	1.0000	4.0000	0.6993	0.0485	0.1008	36.4481	1.1164
58.5243	58.2617	118.2898	1.0000	52.3270	67.3212	118.6936	1.0000	11.0000	0.0465	0.3268	0.3188	43.5505	1.0022
67.9020	44.8662	209.2221	1.0000	52.2171	58.1980	118.7173	1.0000	22.0000	0.0443	0.4180	0.3191	50.7642	1.0687
57.7159	0.2052	-10.9751	1.0000	60.1040	3.9104	92.7056	1.0000	5.0000	0.2021	0.9609	0.0301	96.6573	1.1343
48.4035	37.2225	241.7095	1.0000	47.7028	36.5090	225.5161	1.0000	1.0000	0.0459	0.6349	1.5057	149.6697	1.0000
91.5976	24.3728	129.6511	1.0000	52.1639	44.2567	117.5993	1.0000	48.0000	0.0433	0.5574	0.3067	62.2392	1.0869
50.9478	28.2254	-75.3164	1.0000	51.4558	27.3641	-59.4699	1.0000	1.0000	0.0291	0.7264	1.6608	166.1907	1.0000
26.5756	97.4582	244.9118	1.0000	25.8218	96.8012	221.0777	1.0000	1.0000	0.4836	0.0320	1.4564	133.3274	1.0000
75.4376	15.4966	221.0123	1.0000	52.2021	28.4722	117.8070	1.0000	31.0000	0.0440	0.7153	0.3090	76.7744	1.1648
30.0170	4.1566	20.0781	1.0000	47.6603	32.6657	71.8209	1.0000	34.0000	0.0468	0.6733	0.2020	69.7844	1.0141
0.0584	41.1242	-43.0618	1.0000	47.5691	70.6412	71.9204	1.0000	65.0000	0.0486	0.2936	0.2009	34.5648	1.1621
33.9687	26.6768	-14.4564	1.0000	47.5843	46.5375	70.6408	1.0000	25.0000	0.0483	0.5346	0.2151	56.9110	1.0382
29.2315	80.1103	133.4814	1.0000	28.9511	82.0481	86.4706	1.0000	2.0000	0.4210	0.1795	0.0392	27.8888	1.0215
9.3745	13.5160	14.6634	1.0000	47.7436	49.1700	75.6620	1.0000	57.0000	0.0451	0.5083	0.1593	52.8617	1.0883
99.6550	40.1934	4.0350	1.0000	100.5368	40.6650	28.1358	0.0000	1.0000	1.0107	0.5934	0.6874	99.5078	1.0000
18.4894	13.3550	4.6704	1.0000	47.5698	43.0941	70.5587	1.0000	45.0000	0.0486	0.5691	0.2160	60.1843	1.0819
63.5516	1.3919	38.7689	1.0000	64.1378	4.2645	93.4660	1.0000	3.0000	0.2828	0.9574	0.0385	96.8358	1.0232
27.8358	29.3972	173.8672	1.0000	47.7715	69.7273	73.1326	1.0000	47.0000	0.0446	0.3027	0.1874	34.7262	1.0447
37.5549	97.9099	235.7356	1.0000	36.6960	97.3977	210.8066	1.0000	1.0000	0.2661	0.0260	1.3423	121.5648	1.0000
55.4480	1.9708	156.9436	1.0000	52.2303	5.6150	117.3928	1.0000	5.0000	0.0446	0.9438	0.3044	98.3049	1.0285
70.7292	5.6380	179.5553	1.0000	52.2176	21.9868	118.3695	1.0000	26.0000	0.0444	0.7801	0.3152	83.0410	1.0527
40.8623	40.8588	170.9077	1.0000	47.6312	68.9412	76.7687	1.0000	30.0000	0.0474	0.3106	0.1470	33.8427	1.0385
8.2707	11.6644	78.9446	1.0000	47.6041	66.3126	71.4418	1.0000	68.0000	0.0479	0.3369	0.2062	38.5356	1.0099
12.8937	12.4511	-78.6495	1.0000	47.5197	32.0417	71.8662	1.0000	55.0000	0.0496	0.6796	0.2015	70.3798	1.3825
89.5996	56.2465	132.8761	1.0000	52.0943	75.9543	117.2811	1.0000	46.0000	0.0419	0.2405	0.3031	36.4258	1.0857
34.8416	77.2430	152.8123	1.0000	39.4069	95.0799	70.6676	1.0000	19.0000	0.2119	0.0492	0.2148	22.5868	1.0319
75.4834	62.2443	91.7505	1.0000	52.2834	88.8187	118.8043	1.0000	36.0000	0.0457	0.1118	0.3200	30.9827	1.0205
20.3590	70.8743	-69.6445	1.0000	47.5725	89.5122	71.9965	1.0000	45.0000	0.0485	0.1049	0.2000	20.9765	1.3643
16.9939	5.4560	-66.5603	1.0000	23.5627	-0.3583	-21.4753	0.0000	9.0000	0.5287	1.0036	1.2386	152.3072	1.0259
9.3974	72.4593	185.2194	1.0000	7.4054	75.3928	86.8145	1.0000	4.0000	0.8519	0.2461	0.0354	49.2946	1.1281
54.5090	5.7299	-57.1123	1.0000	58.6792	8.6876	92.9947	1.0000	7.0000	0.1736	0.9131	0.0333	91.7729	1.3692
14.9074	50.5544	111.1207	1.0000	14.9753	51.5521	86.1086	1.0000	1.0000	0.7005	0.4845	0.0432	59.9089	1.0000
50.9307	24.0539	216.1454	1.0000	49.9980	23.6932	201.1454	1.0000	1.0000	0.0000	0.7631	1.2349	134.8185	1.0000
62.9326	53.0875	174.0415	1.0000	52.4851	63.1636	118.3818	1.0000	15.0000	0.0497	0.3684	0.3154	46.5684	1.0334
5.2766	28.0906	117.7267	1.0000	5.2277	29.0894	92.8061	1.0000	1.0000	0.8954	0.7091	0.0312	83.9092	1.0000
71.3738	54.7084	58.7236	1.0000	52.3389	82.3313	118.6026	1.0000	34.0000	0.0468	0.1767	0.3178	33.7010	1.0135
94.0684	45.5775	248.5893	1.0000	52.2169	54.0495	118.6055	1.0000	52.0000	0.0443	0.4595	0.3178	54.1723	1.2178
4.8681	17.3531	-72.5216	1.0000	47.6333	40.6536	73.0129	1.0000	63.0000	0.0473	0.5935	0.1887	61.7751	1.2936
84.3369	56.2260	75.8558	1.0000	52.2205	81.9224	118.1481	1.0000	44.0000	0.0444	0.1808	0.3128	33.5268	1.0698
12.1685	5.2208	-4.0255	1.0000	47.7348	37.3431	74.4033	1.0000	53.0000	0.0453	0.6266	0.1733	64.6086	1.1059
10.3428	21.4376	199.7947	1.0000	47.7559	80.2022	73.0075	1.0000	74.0000	0.0449	0.1980	0.1888	26.1865	1.0622
4.9302	10.4034	51.2632	1.0000	47.5742	66.3278	70.6000	1.0000	71.0000	0.0485	0.3367	0.2156	38.9366	1.0096
38.9170	13.2090	155.6125	1.0000	47.6320	45.4085	74.7064	1.0000	34.0000	0.0474	0.5459	0.1699	56.7427	1.0192
73.1115	98.5401	-4.6458	1.0000	74.0562	98.8681	19.1465	1.0000	1.0000	0.4811	0.0113	0.7873	74.8345	1.0000
92.0141	92.2222	30.3158	1.0000	92.5984	95.0178	99.1775	1.0000	3.0000	0.8520	0.0498	0.1020	43.8597	1.0504
8.2377	16.5450	-23.1183	1.0000	47.7198	47.8200	74.2927	1.0000	57.0000	0.0456	0.5218	0.1745	54.5405	1.1317
86.4491	90.2488	49.5324	1.0000	84.7147	95.7078	125.6315	1.0000	6.0000	0.6943	0.0429	0.3959	49.9313	1.0475
55.8586	3.2240	123.6272	1.0000	52.1805	9.1622	117.7788	1.0000	7.0000	0.0436	0.9084	0.3087	95.0154	1.0021
43.3695	56.5605	243.8450	1.0000	47.5028	83.9543	77.3935	1.0000	33.0000	0.0499	0.1605	0.1401	20.5578	1.1912
22.6122	86.7504	133.4119	1.0000	26.7336	95.2896	46.4861	1.0000	10.0000	0.4653	0.0471	0.4835	49.5679	1.0547
9.3357	0.9171	153.8318	1.0000	47.7673	58.4072	73.3006	1.0000	71.0000	0.0447	0.4159	0.1855	44.8755	1.0267
58.5773	26.8721	172.4548	1.0000	52.0968	32.5143	116.9628	1.0000	9.0000	0.0419	0.6749	0.2996	72.7029	1.0474
79.1190	56.9525	148.2430	1.0000	52.1216	75.4949	117.3981	1.0000	35.0000	0.0424	0.2451	0.3044	36.8192	1.0686
64.0960	12.3199	121.4554	1.0000	52.2681	28.4018	118.3110	1.0000	20.0000	0.0454	0.7160	0.3146	77.0257	1.0019
28.5021	57.7377	200.1341	1.0000	46.4543	95.1397	62.7614	1.0000	45.0000	0.0709	0.0486	0.3027	27.8951	1.0847
56.0137	44.5165	-72.6933	1.0000	52.2641	60.0111	118.1815	1.0000	23.0000	0.0453	0.3999	0.3131	48.9738	1.4427
58.6821	7.9096	-72.6349	1.0000	52.3945	26.5343	118.3226	1.0000	27.0000	0.0479	0.7347	0.3147	78.7726	1.3735
1.9125	82.4595	221.9774	1.0000	-0.0361	82.3028	172.3927	0.0000	2.0000	1.0007	0.1770	0.9155	98.0069	1.0231
87.3433	77.0578	151.7382	1.0000	52.1082	94.5234	117.3390	1.0000	43.0000	0.0422	0.0548	0.3038	27.9617	1.0934
97.7073	64.5960	167.1920	1.0000	52.2000	80.3955	117.7936	1.0000	53.0000	0.0440	0.1960	0.3088	34.0831	1.1002
25.8912	76.6373	228.8434	1.0000	33.9056	95.2198	59.4810	1.0000	26.0000	0.3219	0.0478	0.3391	34.8323	1.2848
22.6369	83.9269	87.1323	1.0000	31.5967	95.7402	55.2446	1.0000	15.0000	0.3681	0.0426	0.3862	39.5571	1.0117
28.7232	52.9719	29.7135	1.0000	47.5364	83.1762	70.3469	1.0000	36.0000	0.0493	0.1682	0.2184	25.9876	1.0117
93.3397	70.0663	151.7419	1.0000	52.1026	87.2918	117.3146	1.0000	49.0000	0.0421	0.1271	0.3035	30.1994	1.0964
67.1999	78.7765	-83.5031	1.0000	60.3603	95.6691	128.4908	1.0000	27.0000	0.2072	0.0433	0.4277	40.0953	1.4815
14.8954	43.8395	105.8255	1.0000	47.7164	93.2941	73.1100	1.0000	60.0000	0.0457	0.0671	0.1877	18.3155	1.0109
23.5398	15.0594	228.5157	1.0000	47.6871	61.1915	72.4506	1.0000	58.0000	0.0463	0.3881	0.1950	42.6548	1.1139
97.8925	13.5567	171.0061	1.0000	52.2576	29.0152	118.1898	1.0000	53.0000	0.0452	0.7098	0.3132	76.4108	1.1000
93.6099	32.9220	79.8921	1.0000	52.2359	57.6832	118.4755	1.0000	53.0000	0.0447	0.4232	0.3164	51.0545	1.0992
95.3005	0.6692	156.0517	1.0000	52.0602	17.5549	117.1611	1.0000	51.0000	0.0412	0.8245	0.3018	86.8283	1.0987
81.8671	30.0540	261.8113	1.0000	52.4588	35.7079	118.3653	1.0000	41.0000	0.0492	0.6429	0.3152	70.3144	1.3691
31.5393	58.2039	167.7578	1.0000	47.5364	93.1495	70.5473	1.0000	40.0000	0.0493	0.0685	0.2161	20.7703	1.0408
1.1962	65.1481	142.2478	1.0000	0.6950	67.0355	92.3945	1.0000	2.0000	0.9861	0.3296	0.0266	59.3580	1.0242
85.2756	51.6647	53.6274	1.0000	52.2414	78.0769	118.4025	1.0000	46.0000	0.0448	0.2192	0.3156	35.9493	1.0876
83.8401	46.6043	4.8216	1.0000	52.2482	74.2828	118.3133	1.0000	48.0000	0.0450	0.2572	0.3146	38.3154	1.1428
14.6731	28.6269	166.1107	1.0000	13.4167	31.1445	91.5638	1.0000	3.0000	0.7317	0.6886	0.0174	77.9863	1.0662
49.3277	14.2292	213.1204	1.0000	48.3748	13.9261	197.6468	1.0000	1.0000	0.0325	0.8607	1.1961	137.8376	1.0000
7.2699	83.4797	-70.5753	1.0000	42.4563	95.4664	60.2060	1.0000	48.0000	0.1509	0.0453	0.3310	31.0667	1.2913
51.4403	53.3929	240.4518	1.0000	50.7388	52.6802	225.4518	1.0000	1.0000	0.0148	0.4732	1.5050	143.4813	1.0000
73.8009	71.5942	22.4086	1.0000	74.7552	74.2555	94.2677	1.0000	3.0000	0.4951	0.2574	0.0474	35.9697	1.0611
31.8909	36.2151	140.8906	1.0000	31.3522	38.0988	94.3674	1.0000	2.0000	0.3730	0.6190	0.0485	64.7964	1.0208
93.8753	48.7739	225.7176	1.0000	52.1755	60.9852	117.6592	1.0000	50.0000	0.0435	0.3901	0.3073	47.8740	1.1507
39.3026	2.1152	125.9343	1.0000	47.5312	29.7621	78.0939	1.0000	29.0000	0.0494	0.7024	0.1323	71.2827	1.0054
73.3081	19.6380	20.4693	1.0000	74.3578	22.2640	92.1525	1.0000	3.0000	0.4872	0.7774	0.0239	81.4912	1.0608
15.8336	55.8081	-47.3332	1.0000	47.6437	81.9795	74.6275	1.0000	50.0000	0.0471	0.1802	0.1708	23.8035	1.2138
82.7562	87.5227	178.3798	1.0000	57.8173	95.1158	128.5331	1.0000	28.0000	0.1563	0.0488	0.4281	39.6203	1.0741
79.1088	50.5123	215.8800	1.0000	52.4929	63.5402	118.4154	1.0000	34.0000	0.0499	0.3646	0.3157	46.2922	1.1474
24.6327	24.8703	53.6902	1.0000	47.6906	62.0065	72.7832	1.0000	44.0000	0.0462	0.3799	0.1913	41.7763	1.0066
30.8694	66.9146	43.2036	1.0000	47.1816	95.5720	67.3150	1.0000	33.0000	0.0564	0.0443	0.2521	23.2844	1.0008
18.5939	19.5071	-51.6519	1.0000	47.6933	43.8717	74.6717	1.0000	47.0000	0.0461	0.5613	0.1703	58.2294	1.2384
64.5991	80.0067	161.6734	1.0000	52.2325	94.0163	118.5206	1.0000	19.0000	0.0446	0.0598	0.3169	29.2270	1.0168
98.6196	36.1180	-70.4733	1.0000	100.2501	35.0449	-20.7521	0.0000	2.0000	1.0050	0.6496	1.2306	137.8777	1.0247
95.4852	47.8292	153.0286	1.0000	52.1455	64.7190	117.5091	1.0000	51.0000	0.0429	0.3528	0.3057	44.7895	1.0964
30.7525	10.1845	179.5125	1.0000	28.8991	13.2615	85.8095	1.0000	4.0000	0.4220	0.8674	0.0466	89.3665	1.1135
85.0996	82.8935	191.1483	1.0000	53.8234	95.1709	121.8458	1.0000	37.0000	0.0765	0.0483	0.3538	32.4360	1.1012
66.9998	88.4171	-17.1361	1.0000	67.8744	95.3632	123.6108	1.0000	9.0000	0.3575	0.0464	0.3735	38.3495	1.2856
41.2558	31.3982	-36.2927	1.0000	47.7340	35.6223	67.8311	1.0000	9.0000	0.0453	0.6438	0.2463	68.1255	1.1637
70.7927	9.3996	202.5265	1.0000	52.1034	24.4502	117.3183	1.0000	26.0000	0.0421	0.7555	0.3035	80.3647	1.0835
11.1816	90.2008	26.1391	1.0000	21.0566	95.0468	26.1391	1.0000	11.0000	0.5789	0.0495	0.7096	70.2885	1.0000
75.8504	63.4135	179.0190	1.0000	52.2279	79.4128	118.5816	1.0000	31.0000	0.0446	0.2059	0.3176	35.2945	1.0866
89.2788	15.4023	119.6588	1.0000	52.3898	36.6389	118.3427	1.0000	46.0000	0.0478	0.6336	0.3149	69.4525	1.0807
91.2895	9.9670	269.2178	1.0000	84.0760	-0.0149	204.0959	0.0000	13.0000	0.6815	1.0001	1.2677	155.5057	1.0556
50.0829	87.2723	80.0735	1.0000	50.2011	88.2653	83.2128	1.0000	1.0000	0.0040	0.1173	0.0754	13.5576	1.0000
71.8294	60.3106	237.3849	1.0000	52.3753	70.6228	118.4085	1.0000	27.0000	0.0475	0.2938	0.3156	40.9354	1.2263
64.2208	18.1954	-55.8547	1.0000	52.0813	44.1334	117.2338	1.0000	35.0000	0.0416	0.5587	0.3026	62.1859	1.2221
93.2561	27.8083	-2.5473	1.0000	52.2279	54.9773	118.5828	1.0000	58.0000	0.0446	0.4502	0.3176	53.3759	1.1787
49.0979	60.8281	75.7464	1.0000	49.3269	61.8015	76.7564	1.0000	1.0000	0.0135	0.3820	0.1472	40.4348	1.0000
14.8793	10.7023	63.1609	1.0000	47.6656	57.9080	72.2549	1.0000	58.0000	0.0467	0.4209	0.1972	45.7392	1.0091
79.9501	17.8550	7.7481	1.0000	52.2674	45.7290	118.2889	1.0000	44.0000	0.0453	0.5427	0.3143	61.2433	1.1200
39.9033	40.1371	-43.8963	1.0000	47.7607	46.3838	72.0901	1.0000	12.0000	0.0448	0.5362	0.1990	56.5727	1.1955
1.6505	82.1765	28.1734	1.0000	26.3331	95.3964	28.1734	1.0000	28.0000	0.4733	0.0460	0.6870	66.3615	1.0000
35.4160	88.0010	30.3689	1.0000	40.1150	95.6429	60.0289	1.0000	9.0000	0.1977	0.0436	0.3330	31.8585	1.0032
27.7014	44.7593	203.2160	1.0000	47.7805	86.3733	73.0477	1.0000	50.0000	0.0444	0.1363	0.1884	21.8631	1.0821
54.2131	5.7334	-38.3622	1.0000	57.9284	8.8524	87.1993	1.0000	6.0000	0.1586	0.9115	0.0311	91.5346	1.2369
81.3628	81.6287	212.3943	1.0000	52.1437	95.7925	117.5004	1.0000	37.0000	0.0429	0.0421	0.3056	27.9028	1.1395
84.4693	39.5491	142.2839	1.0000	52.2620	57.8051	118.1357	1.0000	40.0000	0.0452	0.4219	0.3126	50.7656	1.0805
